profile_id,opportunity_id,chat_message,major,city,skills,interest,program_type,work_mode,company_name,program_name,opportunity_role_cluster,opportunity_required_skills,opportunity_preferred_skills,target_score,predicted_score,absolute_error
ce-network-dhahran,84,Computer engineering student at KFUPM in Dhahran seeking network engineer COOP.,CE,Dhahran,linux; c++,Computer Engineering,COOP,On-site,Al Rajhi Takaful,Coop Training Program,Cybersecurity,linux; networking; cybersecurity fundamentals; security fundamentals; python; apis; sql; git,siem; soc; penetration testing; incident response; vulnerability assessment; firewall; network monitoring; docker; testing; cloud; rest apis,47.0,61.58177421099042,14.581774210990417
ce-network-dhahran,73,Computer engineering student at KFUPM in Dhahran seeking network engineer COOP.,CE,Dhahran,linux; c++,Computer Engineering,COOP,On-site,The Saudi Investment Bank (SAIB),Cooperative Program,Cybersecurity,linux; networking; cybersecurity fundamentals; security fundamentals; python; apis; sql; git,siem; soc; penetration testing; incident response; vulnerability assessment; firewall; network monitoring; docker; testing; cloud; rest apis,47.0,61.58177421099042,14.581774210990417
ds-scientist-jeddah,111,Data science student at KAU in Jeddah looking for data scientist COOP with statistics and Python.,DS,Jeddah,python; sql; numpy,Data Science,COOP,Hybrid,EJADA,COOP Administration & Support Engineer,SOC Operations,linux; networking; cybersecurity fundamentals; security fundamentals,siem; soc; penetration testing; incident response; vulnerability assessment; firewall; network monitoring,38.5,53.05046812163712,14.550468121637117
ce-network-dhahran,141,Computer engineering student at KFUPM in Dhahran seeking network engineer COOP.,CE,Dhahran,linux; c++,Computer Engineering,COOP,On-site,Saudi Payments | المدفوعات السعودية,COOP Training – August 2024,Cybersecurity,linux; networking; cybersecurity fundamentals; security fundamentals; python; apis; sql; git; machine learning; data analysis; etl,siem; soc; penetration testing; incident response; vulnerability assessment; firewall; network monitoring; docker; testing; cloud; rest apis; nlp; llm; model training; tensorflow; pytorch; pipelines; spark; data warehouse; bi,51.5,66.01023478327991,14.510234783279913
cs-iau-backend,144,CS student at IAU with Python and SQL seeking backend developer internship in Riyadh or Dammam.,CS,Riyadh,python; sql,,Internship,Hybrid,Mirai (Scopely) | مِراي,AI Engineering Intern (GenAI),Machine Learning,python; machine learning; data analysis; sql; etl; apis; git; javascript; html; css; react,nlp; llm; model training; tensorflow; pytorch; pipelines; spark; data warehouse; bi; docker; testing; cloud; rest apis; typescript; ui testing,88.5,74.0347190209974,14.4652809790026
ce-network-dhahran,156,Computer engineering student at KFUPM in Dhahran seeking network engineer COOP.,CE,Dhahran,linux; c++,Computer Engineering,COOP,On-site,Meel | ميل,"Software Developer Internship (Remote, min 2 months)",Software Engineering,python; apis; sql; git; javascript; html; css; react,docker; testing; cloud; rest apis; typescript; ui testing,39.0,53.38107775095703,14.381077750957033
ce-network-dhahran,78,Computer engineering student at KFUPM in Dhahran seeking network engineer COOP.,CE,Dhahran,linux; c++,Computer Engineering,COOP,On-site,Tabby,Intern Frontend Engineer,Software Engineering,python; apis; sql; git; javascript; html; css; react,docker; testing; cloud; rest apis; typescript; ui testing,39.0,53.24440180116456,14.244401801164557
ce-network-dhahran,159,Computer engineering student at KFUPM in Dhahran seeking network engineer COOP.,CE,Dhahran,linux; c++,Computer Engineering,COOP,On-site,Knodemy Inc.,AI Developer & Tech Trainer Intern - Riyadh,General Computing,python; machine learning; data analysis; sql; etl; apis; git; javascript; html; css; react,nlp; llm; model training; tensorflow; pytorch; pipelines; spark; data warehouse; bi; docker; testing; cloud; rest apis; typescript; ui testing,39.0,53.20644558636687,14.206445586366868
ds-remote-coop,167,DS student seeking remote COOP in machine learning and data analysis.,DS,,python; pandas; scikit-learn,,COOP,Remote,TAM | تام,"Tamheer Opportunity, Advisory",General Computing,,,31.5,17.29653655966555,14.203463440334449
ce-network-dhahran,170,Computer engineering student at KFUPM in Dhahran seeking network engineer COOP.,CE,Dhahran,linux; c++,Computer Engineering,COOP,On-site,2P Perfect Presentation,Data Analyst (Tamheer),Data Analytics,python; sql; data analysis,machine learning; statistics; pandas; visualization,31.0,45.19786497148005,14.197864971480051
ds-remote-coop,139,DS student seeking remote COOP in machine learning and data analysis.,DS,,python; pandas; scikit-learn,,COOP,Remote,Ericsson,Summer Interns (Ericsson Saudi),General Computing,networking; linux; security fundamentals; cybersecurity fundamentals; python; apis; sql; git; javascript; html; css; react,firewall; siem; incident response; network monitoring; soc; penetration testing; vulnerability assessment; docker; testing; cloud; rest apis; typescript; ui testing,39.17,53.36704014092884,14.197040140928841
ds-scientist-jeddah,20,Data science student at KAU in Jeddah looking for data scientist COOP with statistics and Python.,DS,Jeddah,python; sql; numpy,Data Science,COOP,Hybrid,Amazon Web Services (AWS) - Associate Solutions Architect Intern,Associate Solutions Architect Intern (2026),Network Engineering,networking; linux; security fundamentals; cybersecurity fundamentals,firewall; siem; incident response; network monitoring; soc; penetration testing; vulnerability assessment,33.0,47.16610455476751,14.166104554767507
ds-scientist-jeddah,136,Data science student at KAU in Jeddah looking for data scientist COOP with statistics and Python.,DS,Jeddah,python; sql; numpy,Data Science,COOP,Hybrid,Siemens Healthineers,Healthineers Early Talent Program – IT (Riyadh),Network Engineering,networking; linux; security fundamentals; cybersecurity fundamentals,firewall; siem; incident response; network monitoring; soc; penetration testing; vulnerability assessment,33.0,47.16610455476751,14.166104554767507
qual-ielts-intern,52,Business-oriented CIS student with IELTS 6.5 seeking internship in Jeddah.,CIS,Jeddah,excel; sql,,Internship,On-site,Ministry of Industry and Mineral Resources | Cooperative Training,Cooperative Training Initiative,General Computing,,,45.5,31.424067470247003,14.075932529752997
qual-ielts-intern,56,Business-oriented CIS student with IELTS 6.5 seeking internship in Jeddah.,CIS,Jeddah,excel; sql,,Internship,On-site,HRDF | Cooperative Training Product,Cooperative Training Product,General Computing,,,45.5,31.424067470247003,14.075932529752997
ds-scientist-jeddah,124,Data science student at KAU in Jeddah looking for data scientist COOP with statistics and Python.,DS,Jeddah,python; sql; numpy,Data Science,COOP,Hybrid,InnovationTeam,Java Microservices Internship Programme (Saudi Nationals),Software Engineering,linux; networking; cybersecurity fundamentals; security fundamentals; python; apis; sql; git; javascript; html; css; react,siem; soc; penetration testing; incident response; vulnerability assessment; firewall; network monitoring; docker; testing; cloud; rest apis; typescript; ui testing,42.33,56.38743006423506,14.057430064235064
eastern-province-cys,135,Cybersecurity student in Dammam open to Khobar and Dhahran SOC roles.,CYS,Dammam,linux,,COOP,On-site,Golf Saudi,IT Co-op Trainee,Network Engineering,networking; linux; security fundamentals; cybersecurity fundamentals; python; apis; sql; git; javascript; html; css; react,firewall; siem; incident response; network monitoring; soc; penetration testing; vulnerability assessment; docker; testing; cloud; rest apis; typescript; ui testing,58.5,72.47497921865343,13.97497921865343
ce-network-dhahran,42,Computer engineering student at KFUPM in Dhahran seeking network engineer COOP.,CE,Dhahran,linux; c++,Computer Engineering,COOP,On-site,The Saudi National Bank (SNB),SNB Rowad Program,General Computing,python; apis; sql; git,docker; testing; cloud; rest apis,30.0,43.96423344125456,13.964233441254557
cs-iau-backend,1,CS student at IAU with Python and SQL seeking backend developer internship in Riyadh or Dammam.,CS,Riyadh,python; sql,,Internship,Hybrid,Saudi Aramco,University Internship Program (UIP),General Computing,,,42.5,56.40220618018178,13.902206180181778
ds-scientist-jeddah,103,Data science student at KAU in Jeddah looking for data scientist COOP with statistics and Python.,DS,Jeddah,python; sql; numpy,Data Science,COOP,Hybrid,Zain KSA,Evolve Program (Fresh Graduates),Cybersecurity,networking; linux; security fundamentals; cybersecurity fundamentals,firewall; siem; incident response; network monitoring; soc; penetration testing; vulnerability assessment,28.5,42.29095824666769,13.790958246667692
no-interview-ft,17,Fintech student seeking internship with no interview required in Riyadh.,FT,Riyadh,sql,,Internship,,Boston Consulting Group (BCG),Visiting Associate Internship (Riyadh),General Computing,linux; networking; cybersecurity fundamentals; security fundamentals,siem; soc; penetration testing; incident response; vulnerability assessment; firewall; network monitoring,39.5,53.28520128537733,13.785201285377333
no-interview-ft,3,Fintech student seeking internship with no interview required in Riyadh.,FT,Riyadh,sql,,Internship,,stc (Saudi Telecom Company),Cooperative Training Program (COOP),General Computing,networking; linux; security fundamentals; cybersecurity fundamentals,firewall; siem; incident response; network monitoring; soc; penetration testing; vulnerability assessment,39.5,53.28520128537733,13.785201285377333
eastern-province-cys,24,Cybersecurity student in Dammam open to Khobar and Dhahran SOC roles.,CYS,Dammam,linux,,COOP,On-site,MOZN,Data Science Intern,Data Science,python; machine learning; data analysis; sql; etl,nlp; llm; model training; tensorflow; pytorch; pipelines; spark; data warehouse; bi; statistics; pandas; visualization,34.5,48.23644562672763,13.73644562672763
eastern-province-cys,137,Cybersecurity student in Dammam open to Khobar and Dhahran SOC roles.,CYS,Dammam,linux,,COOP,On-site,1957 Ventures,Internship / Co-Op Program,General Computing,python; machine learning; data analysis; sql; etl,nlp; llm; model training; tensorflow; pytorch; pipelines; spark; data warehouse; bi,44.5,58.22438136912573,13.72438136912573
ce-network-dhahran,47,Computer engineering student at KFUPM in Dhahran seeking network engineer COOP.,CE,Dhahran,linux; c++,Computer Engineering,COOP,On-site,Microsoft | Ru'aa Program (Riyadh),Ru'aa Program Internship (Solution Engineering),Machine Learning,python; machine learning; data analysis; sql; etl,nlp; llm; model training; tensorflow; pytorch; pipelines; spark; data warehouse; bi,39.0,52.70849727708739,13.708497277087389
no-interview-ft,22,Fintech student seeking internship with no interview required in Riyadh.,FT,Riyadh,sql,,Internship,,BlackRock,Client & Product Summer Internship Programme (EMEA) - includes Riyadh,Data Analytics,,,69.5,55.92681061883616,13.573189381163843
ds-gpa-ielts,116,Data science student with GPA 4.5 and IELTS looking for internship in Riyadh.,DS,Riyadh,sql; python,,Internship,On-site,Lucidya,Technical Internship or Coop – Lucidya,Machine Learning,linux; networking; cybersecurity fundamentals; security fundamentals; python; machine learning; data analysis; sql; etl; apis; git; javascript; html; css; react,siem; soc; penetration testing; incident response; vulnerability assessment; firewall; network monitoring; nlp; llm; model training; tensorflow; pytorch; pipelines; spark; data warehouse; bi; docker; testing; cloud; rest apis; typescript; ui testing,39.17,52.707582982633525,13.537582982633523
ds-scientist-jeddah,119,Data science student at KAU in Jeddah looking for data scientist COOP with statistics and Python.,DS,Jeddah,python; sql; numpy,Data Science,COOP,Hybrid,Jahez Group,Jahez Internship Program (as described in Sustainability Report),General Computing,,,28.5,41.89634902929544,13.396349029295443
eastern-province-cys,37,Cybersecurity student in Dammam open to Khobar and Dhahran SOC roles.,CYS,Dammam,linux,,COOP,On-site,KAPSARC,Intern (Coop- Trainee),Software Engineering,python; machine learning; data analysis; sql; etl; apis; git; javascript; html; css; react,nlp; llm; model training; tensorflow; pytorch; pipelines; spark; data warehouse; bi; docker; testing; cloud; rest apis; typescript; ui testing,44.5,57.83862523067353,13.338625230673529
de-cloud-dammam,17,Data engineer student in Dammam targeting cloud and big data training with AWS.,DE,Dammam,python; sql,,Training,Hybrid,Boston Consulting Group (BCG),Visiting Associate Internship (Riyadh),General Computing,linux; networking; cybersecurity fundamentals; security fundamentals,siem; soc; penetration testing; incident response; vulnerability assessment; firewall; network monitoring,33.5,46.8361715771118,13.336171577111799
